순위	player	team	avg	g	pa	ab	r	h	2b	3b	hr	tb	rbi	sac	sf	year	position	bb	ibb	hbp	so	gdp	slg	obp	ops	mh	risp	ph-ba	xbh	go	ao	go/ao	gw/rbi	bb/k	p/pa	isop	xr	gpa	pk
102	황진수	롯데	-	2	0	0	0	0	0	0	0	0	0	0	0	2013	infielder	0	0	0	0	0	-	-	-	0	0	0	0	0	0	-	0	-	-	-	0	0	2013_황진수
102	김영관	LG	0	2	1	1	0	0	0	0	0	0	0	0	0	2013	infielder	0	0	0	0	0	0	0	0	0	0	0	0	1	0	-	0	-	4	0	-0.1	0	2013_김영관
102	최동수	LG	0	2	2	2	0	0	0	0	0	0	0	0	0	2013	infielder	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	4.5	0	-0.2	0	2013_최동수
102	최승준	LG	0	2	5	5	0	0	0	0	0	0	0	0	0	2013	infielder	0	0	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	4.8	0	-0.5	0	2013_최승준
102	백승룡	한화	-	2	0	0	0	0	0	0	0	0	0	0	0	2013	infielder	0	0	0	0	0	-	-	-	0	0	0	0	0	0	-	0	-	-	-	0	0	2013_백승룡
102	임경훈	한화	0	7	6	3	1	0	0	0	0	0	0	0	0	2013	infielder	3	0	0	2	0	0	0.5	0.5	0	0	0	0	1	0	-	0	1.5	5.33	0	0.7	0.225	2013_임경훈
102	이창섭	NC	0	5	5	5	0	0	0	0	0	0	0	0	0	2013	infielder	0	0	0	2	0	0	0	0	0	0	0	0	1	2	0.5	0	0	3.6	0	-0.5	0	2013_이창섭
1	이상훈	삼성	0.357	15	35	28	7	10	1	0	2	17	2	1	0	2013	outfielder	3	0	3	6	1	0.607	0.471	1.078	2	0.167	0	3	6	6	1	0	0.5	3.8	0.25	7.1	0.364	2013_이상훈
2	안태영	넥센	0.353	12	37	34	3	12	2	0	1	17	3	0	0	2013	outfielder	1	0	2	14	0	0.5	0.405	0.905	3	0.143	0.333	3	4	4	1	0	0.07	4.57	0.147	6.3	0.307	2013_안태영
4	손아섭	롯데	0.345	128	568	498	83	172	23	4	11	236	69	0	3	2013	outfielder	64	6	3	88	9	0.474	0.421	0.895	49	0.313	1	38	152	89	1.71	0	0.73	3.9	0.129	97.8	0.308	2013_손아섭
5	이명기	SK	0.34	26	114	100	21	34	3	2	1	44	11	4	1	2013	outfielder	9	0	0	22	1	0.44	0.391	0.831	11	0.4	0	6	26	19	1.37	0	0.41	3.76	0.1	16.6	0.286	2013_이명기
6	이진영	LG	0.329	106	411	368	41	121	26	1	3	158	62	1	3	2013	outfielder	37	4	2	42	6	0.429	0.39	0.819	32	0.345	0.667	30	105	103	1.02	0	0.88	3.55	0.101	59.3	0.283	2013_이진영
7	박용택	LG	0.328	125	539	476	79	156	22	4	7	207	67	0	7	2013	outfielder	52	1	4	71	5	0.435	0.393	0.828	47	0.322	0	33	126	130	0.97	0	0.73	3.86	0.107	81.7	0.286	2013_박용택
8	민병헌	두산	0.319	119	449	383	71	122	21	7	9	184	65	12	7	2013	outfielder	40	0	7	62	7	0.48	0.387	0.867	31	0.369	0.6	37	97	109	0.89	0	0.65	3.71	0.162	72.6	0.294	2013_민병헌
9	신종길	KIA	0.31	104	427	377	55	117	22	5	4	161	50	11	4	2013	outfielder	30	0	5	86	3	0.427	0.365	0.792	34	0.29	0.5	31	97	81	1.2	0	0.35	3.89	0.117	61.7	0.271	2013_신종길
9	마낙길	NC	0.31	24	31	29	5	9	1	0	0	10	0	1	0	2013	outfielder	1	0	0	5	0	0.345	0.333	0.678	2	0.25	0	1	5	10	0.5	0	0.2	2.9	0.034	3	0.236	2013_마낙길
11	이양기	한화	0.308	56	209	185	16	57	8	1	3	76	30	1	1	2013	outfielder	17	0	5	25	10	0.411	0.38	0.791	16	0.345	0.2	12	48	56	0.86	0	0.68	3.68	0.103	26.1	0.274	2013_이양기
12	이종욱	두산	0.307	110	456	401	77	123	23	6	6	176	52	12	2	2013	outfielder	38	1	3	57	6	0.439	0.369	0.808	36	0.286	0.333	35	99	124	0.8	0	0.67	3.89	0.132	66	0.276	2013_이종욱
13	최형우	삼성	0.305	128	573	511	80	156	28	0	29	271	98	0	8	2013	outfielder	47	1	7	91	5	0.53	0.366	0.896	40	0.329	0	57	116	156	0.74	0	0.52	4.02	0.225	98.2	0.297	2013_최형우
14	문우람	넥센	0.305	69	291	256	41	78	19	0	4	109	28	4	2	2013	outfielder	25	0	4	43	1	0.426	0.373	0.799	23	0.373	0.5	23	73	64	1.14	0	0.58	3.76	0.121	40.7	0.274	2013_문우람
15	추승우	한화	0.304	72	180	158	19	48	7	0	1	58	17	0	1	2013	outfielder	17	0	4	21	2	0.367	0.383	0.75	8	0.302	0.45	8	57	33	1.73	0	0.81	3.89	0.063	24.7	0.264	2013_추승우
16	김주찬	KIA	0.304	47	195	168	24	51	9	4	0	68	28	7	1	2013	outfielder	15	1	4	18	4	0.405	0.372	0.777	16	0.353	0	13	52	48	1.08	0	0.83	3.76	0.101	27.7	0.269	2013_김주찬
17	김현수	두산	0.302	122	510	434	63	131	23	1	16	204	90	0	12	2013	outfielder	62	10	2	71	6	0.47	0.382	0.852	39	0.343	0	40	119	125	0.95	0	0.87	3.87	0.168	80.5	0.289	2013_김현수
18	김강민	SK	0.301	105	397	352	39	106	22	3	10	164	55	2	3	2013	outfielder	36	2	4	54	10	0.466	0.37	0.836	28	0.36	0.25	35	90	105	0.86	0	0.67	3.86	0.165	57.1	0.283	2013_김강민
19	최진행	한화	0.3	106	422	367	39	110	27	0	8	161	53	1	1	2013	outfielder	50	1	3	86	18	0.439	0.387	0.826	23	0.297	0.2	35	84	88	0.95	0	0.58	4.11	0.139	56.3	0.284	2013_최진행
20	배영섭	삼성	0.295	113	476	393	66	116	16	4	2	146	38	8	3	2013	outfielder	52	1	20	62	9	0.372	0.402	0.774	34	0.318	0.167	22	116	102	1.14	0	0.84	4.06	0.076	63.6	0.274	2013_배영섭
21	이용규	KIA	0.295	100	453	390	74	115	20	1	2	143	22	10	2	2013	outfielder	44	0	7	37	4	0.367	0.375	0.742	32	0.287	0	23	126	114	1.11	0	1.19	3.97	0.072	57.2	0.261	2013_이용규
23	오윤	넥센	0.291	67	143	117	14	34	5	0	0	39	17	1	2	2013	outfielder	20	0	3	29	3	0.333	0.401	0.734	8	0.306	0.172	5	22	34	0.65	0	0.69	3.89	0.043	17.9	0.264	2013_오윤
24	나지완	KIA	0.287	125	522	435	57	125	18	0	21	206	96	1	5	2013	outfielder	62	1	18	111	12	0.474	0.394	0.868	35	0.31	0	39	83	121	0.69	0	0.56	3.96	0.186	82.3	0.296	2013_나지완
25	이택근	넥센	0.287	123	536	477	73	137	31	1	9	197	66	6	7	2013	outfielder	39	1	7	58	15	0.413	0.345	0.758	38	0.295	0	41	152	137	1.11	0	0.67	3.57	0.126	68.7	0.259	2013_이택근
26	정현석	한화	0.287	121	403	356	47	102	15	1	4	131	27	3	0	2013	outfielder	37	1	7	64	14	0.368	0.365	0.733	22	0.227	0.182	20	92	98	0.94	0	0.58	3.77	0.081	44.2	0.256	2013_정현석
27	임세업	한화	0.286	5	8	7	0	2	0	0	0	2	1	1	0	2013	outfielder	0	0	0	1	0	0.286	0.286	0.572	1	0.5	0	0	3	1	3	0	0	3.63	0	0.3	0.2	2013_임세업
28	이종환	KIA	0.285	42	135	123	6	35	9	0	1	47	12	0	0	2013	outfielder	12	0	0	30	1	0.382	0.348	0.73	9	0.4	0.2	10	32	26	1.23	0	0.4	3.52	0.098	16.2	0.252	2013_이종환
29	박한이	삼성	0.284	112	466	394	56	112	12	3	6	148	55	18	2	2013	outfielder	51	0	1	74	5	0.376	0.366	0.742	31	0.333	1	21	121	89	1.36	0	0.69	3.9	0.091	56.7	0.259	2013_박한이
30	김재현	SK	0.278	33	42	36	12	10	2	1	0	14	6	1	1	2013	outfielder	4	0	0	8	1	0.389	0.341	0.73	1	0.5	1	3	9	10	0.9	0	0.5	4.24	0.111	6.3	0.251	2013_김재현
31	김종호	NC	0.277	128	546	465	72	129	12	7	0	155	22	6	1	2013	outfielder	57	1	17	100	11	0.333	0.376	0.709	30	0.308	0	19	148	88	1.68	0	0.57	4.12	0.056	66	0.252	2013_김종호
32	정수빈	두산	0.276	125	260	228	57	63	2	8	2	87	29	8	2	2013	outfielder	16	0	6	29	1	0.382	0.337	0.719	13	0.288	0.3	12	72	66	1.09	0	0.55	3.82	0.105	32.8	0.247	2013_정수빈
33	김경언	한화	0.276	70	249	214	24	59	14	1	1	78	24	1	5	2013	outfielder	26	0	3	53	5	0.364	0.355	0.719	19	0.25	0.5	16	69	38	1.82	0	0.49	4.44	0.089	28.3	0.251	2013_김경언
34	전준우	롯데	0.275	128	537	455	65	125	25	1	7	173	66	5	7	2013	outfielder	65	0	5	77	15	0.38	0.367	0.747	34	0.316	0	33	131	129	1.02	0	0.84	3.87	0.105	66.7	0.26	2013_전준우
35	송지만	넥센	0.275	34	56	51	6	14	1	0	2	21	8	0	0	2013	outfielder	4	0	1	14	1	0.412	0.339	0.751	2	0.294	0.174	3	10	13	0.77	0	0.29	3.54	0.137	7	0.256	2013_송지만
36	정형식	삼성	0.273	120	334	278	49	76	20	5	3	115	43	12	1	2013	outfielder	31	0	12	58	4	0.414	0.37	0.784	22	0.36	0	28	74	71	1.04	0	0.53	3.93	0.14	41.6	0.27	2013_정형식
37	정의윤	LG	0.272	116	405	367	42	100	15	5	5	140	47	1	3	2013	outfielder	26	2	8	45	10	0.381	0.332	0.713	27	0.281	0.071	25	107	118	0.91	0	0.58	3.55	0.109	44.8	0.245	2013_정의윤
38	고동진	한화	0.272	93	360	312	31	85	14	0	1	102	31	3	5	2013	outfielder	34	0	6	54	11	0.327	0.35	0.677	28	0.202	0.222	15	111	67	1.66	0	0.63	3.97	0.054	35.3	0.239	2013_고동진
39	유한준	넥센	0.272	97	344	298	37	81	13	0	7	115	40	3	2	2013	outfielder	37	2	4	48	7	0.386	0.358	0.744	22	0.28	0	20	70	101	0.69	0	0.77	3.75	0.114	41.8	0.258	2013_유한준
40	박건우	두산	0.271	34	51	48	12	13	1	0	1	17	7	1	0	2013	outfielder	1	0	1	11	4	0.354	0.3	0.654	3	0.231	0.333	2	13	11	1.18	0	0.09	3.63	0.083	3.1	0.224	2013_박건우
41	박재상	SK	0.263	103	305	262	37	69	9	2	8	106	36	12	3	2013	outfielder	25	2	3	50	4	0.405	0.331	0.736	13	0.259	0.364	19	79	67	1.18	0	0.5	3.89	0.141	39	0.25	2013_박재상
42	한동민	SK	0.263	99	327	285	36	75	15	2	14	136	52	3	3	2013	outfielder	20	0	16	82	6	0.477	0.343	0.82	19	0.236	0.357	31	63	68	0.93	0	0.24	3.57	0.214	46.1	0.274	2013_한동민
43	김문호	롯데	0.263	40	166	137	19	36	10	0	0	46	10	5	0	2013	outfielder	21	0	3	31	1	0.336	0.373	0.709	9	0.2	0.5	10	41	29	1.41	0	0.68	4.08	0.073	18.7	0.252	2013_김문호
44	임재철	두산	0.259	70	143	112	19	29	5	1	0	36	10	0	0	2013	outfielder	27	0	4	18	4	0.321	0.42	0.741	8	0.314	0.25	6	35	30	1.17	0	1.5	4.22	0.063	17.9	0.269	2013_임재철
45	조동화	SK	0.256	105	405	332	52	85	11	3	0	102	19	16	3	2013	outfielder	46	1	8	76	3	0.307	0.357	0.664	16	0.191	0.2	14	106	68	1.56	0	0.61	4.01	0.051	44.1	0.237	2013_조동화
46	이승화	롯데	0.253	60	251	217	30	55	5	0	0	60	16	9	2	2013	outfielder	15	0	8	47	2	0.276	0.322	0.598	13	0.177	0	5	74	43	1.72	0	0.32	3.61	0.023	21.1	0.214	2013_이승화
47	오현근	두산	0.25	6	4	4	0	1	0	0	0	1	0	0	0	2013	outfielder	0	0	0	0	0	0.25	0.25	0.5	0	1	0	0	1	2	0.5	0	-	2.75	0	0.2	0.175	2013_오현근
47	고도현	롯데	0.25	4	4	4	0	1	0	0	0	1	1	0	0	2013	outfielder	0	0	0	2	0	0.25	0.25	0.5	0	0.25	0.25	0	1	0	-	0	0	4.5	0	0.2	0.175	2013_고도현
47	조홍석	롯데	0.25	30	79	64	5	16	6	1	0	24	4	3	0	2013	outfielder	8	0	4	24	0	0.375	0.368	0.743	5	0.083	0	7	17	7	2.43	0	0.33	4.16	0.125	8.9	0.259	2013_조홍석
47	김성욱	NC	0.25	4	4	4	0	1	0	0	0	1	1	0	0	2013	outfielder	0	0	0	2	0	0.25	0.25	0.5	0	0.5	0.25	0	1	0	-	0	0	4.25	0	0.2	0.175	2013_김성욱
51	박정준	NC	0.247	78	195	166	24	41	6	0	4	59	21	1	3	2013	outfielder	23	0	1	44	3	0.355	0.337	0.692	6	0.238	0.24	10	48	36	1.33	0	0.52	3.93	0.108	22.4	0.24	2013_박정준
52	안치용	SK	0.244	17	45	41	2	10	0	0	1	13	5	0	0	2013	outfielder	4	0	0	17	0	0.317	0.311	0.628	2	0.25	0.333	1	5	9	0.56	0	0.24	4.02	0.073	4.6	0.219	2013_안치용
53	나성범	NC	0.243	104	458	404	55	98	18	5	14	168	64	0	6	2013	outfielder	33	3	15	95	7	0.416	0.319	0.735	19	0.242	0	37	115	102	1.13	0	0.35	3.64	0.173	57.7	0.248	2013_나성범
54	장기영	넥센	0.242	115	407	360	54	87	16	2	2	113	30	9	3	2013	outfielder	35	0	0	63	4	0.314	0.307	0.621	21	0.325	0.25	20	111	102	1.09	0	0.56	3.89	0.072	36.9	0.217	2013_장기영
55	김대우	롯데	0.239	69	216	180	23	43	15	2	4	74	27	0	1	2013	outfielder	33	1	2	66	4	0.411	0.361	0.772	7	0.237	0.4	21	47	25	1.88	0	0.5	4.38	0.172	27.2	0.265	2013_김대우
56	이대형	LG	0.237	102	204	177	36	42	5	1	1	52	10	5	2	2013	outfielder	19	0	1	45	1	0.294	0.312	0.606	10	0.178	0.154	7	57	35	1.63	0	0.42	3.78	0.056	17.9	0.214	2013_이대형
57	김상현	SK	0.236	113	360	322	39	76	17	0	7	114	37	1	4	2013	outfielder	29	1	4	84	17	0.354	0.304	0.658	19	0.2	0.174	24	97	69	1.41	0	0.35	3.85	0.118	33	0.225	2013_김상현
58	이성열	넥센	0.236	92	329	284	42	67	12	0	18	133	48	3	2	2013	outfielder	23	1	17	115	2	0.468	0.328	0.796	15	0.208	0.3	30	51	53	0.96	0	0.2	3.74	0.232	45.8	0.265	2013_이성열
59	황성용	롯데	0.233	34	51	43	8	10	0	0	0	10	1	1	0	2013	outfielder	6	0	1	19	0	0.233	0.34	0.573	2	0.091	0	0	8	6	1.33	0	0.32	4.49	0	4.5	0.211	2013_황성용
60	양영동	LG	0.231	48	45	39	12	9	1	0	0	10	2	3	0	2013	outfielder	3	0	0	13	0	0.256	0.286	0.542	0	0.182	0.2	1	5	12	0.42	0	0.23	3.89	0.026	2.5	0.193	2013_양영동
62	우동균	삼성	0.225	82	94	80	9	18	6	0	1	27	15	1	1	2013	outfielder	11	1	1	16	0	0.338	0.323	0.661	0	0.3	0.225	7	19	28	0.68	0	0.69	4.12	0.113	10.2	0.23	2013_우동균
63	임훈	SK	0.222	40	87	81	6	18	1	0	0	19	5	1	0	2013	outfielder	4	0	1	14	4	0.235	0.267	0.502	3	0.222	0.125	1	27	22	1.23	0	0.29	3.45	0.012	3.7	0.179	2013_임훈
64	강동우	한화	0.212	26	60	52	4	11	1	1	0	14	3	0	1	2013	outfielder	7	0	0	7	1	0.269	0.3	0.569	1	0.2	0.333	2	18	17	1.06	0	1	3.85	0.058	4.9	0.202	2013_강동우
65	강봉규	삼성	0.207	32	99	82	11	17	5	0	0	22	5	1	1	2013	outfielder	14	0	1	19	5	0.268	0.327	0.595	5	0.2	0.2	5	23	24	0.96	0	0.74	3.92	0.061	7.8	0.214	2013_강봉규
66	권희동	NC	0.203	121	397	349	42	71	19	1	15	137	54	7	3	2013	outfielder	36	0	2	75	6	0.393	0.279	0.672	14	0.237	0.308	35	78	128	0.61	0	0.48	4.07	0.189	41.2	0.224	2013_권희동
67	이준호	KIA	0.2	55	66	60	4	12	2	0	0	14	4	1	1	2013	outfielder	3	0	1	16	1	0.233	0.246	0.479	2	0.077	0	2	15	18	0.83	0	0.19	3.65	0.033	3.4	0.169	2013_이준호
68	김원섭	KIA	0.188	42	119	96	12	18	8	0	1	29	12	0	0	2013	outfielder	23	0	0	20	0	0.302	0.345	0.647	4	0.292	0	9	28	30	0.93	0	1.15	4.44	0.115	12.5	0.231	2013_김원섭
69	박으뜸	NC	0.185	40	31	27	6	5	1	0	0	6	2	0	0	2013	outfielder	3	1	1	8	0	0.222	0.29	0.512	0	0.091	0	1	7	7	1	0	0.38	3.71	0.037	2.1	0.186	2013_박으뜸
70	이동훈	KIA	0.167	13	30	24	3	4	0	0	0	4	2	1	0	2013	outfielder	5	0	0	7	0	0.167	0.31	0.477	0	0.182	0.667	0	9	4	2.25	0	0.71	4.23	0	1.9	0.181	2013_이동훈
70	박상규	한화	0.167	5	7	6	0	1	0	0	0	1	1	0	0	2013	outfielder	1	0	0	2	0	0.167	0.286	0.453	0	0.333	0	0	0	3	0	0	0.5	4.14	0	0.4	0.17	2013_박상규
72	정보명	롯데	0.158	12	23	19	1	3	1	0	0	4	0	0	0	2013	outfielder	4	0	0	2	3	0.211	0.304	0.515	0	0	0	1	8	6	1.33	0	2	3.91	0.053	0.5	0.19	2013_정보명
73	김종찬	NC	0.143	5	7	7	0	1	0	0	0	1	0	0	0	2013	outfielder	0	0	0	3	0	0.143	0.143	0.286	0	0	0	0	0	3	0	0	0	4.29	0	-0.1	0.1	2013_김종찬
74	박상혁	NC	0.133	8	15	15	0	2	0	0	0	2	0	0	0	2013	outfielder	0	0	0	5	0	0.133	0.133	0.266	0	0	0	0	4	4	1	0	0	3.07	0	-0.2	0.093	2013_박상혁
75	송주호	한화	0.129	28	34	31	5	4	0	0	0	4	0	1	0	2013	outfielder	2	0	0	8	0	0.129	0.182	0.311	0	0	0.2	0	14	5	2.8	0	0.25	4.21	0	-0.4	0.114	2013_송주호
76	정진기	SK	0.125	4	8	8	2	1	0	0	0	1	0	0	0	2013	outfielder	0	0	0	2	0	0.125	0.125	0.25	0	0	0	0	3	2	1.5	0	0	3.75	0	-0.1	0.088	2013_정진기
76	오재필	한화	0.125	9	17	16	0	2	0	0	0	2	0	0	0	2013	outfielder	0	0	1	10	0	0.125	0.176	0.301	0	0	0	0	2	2	1	0	0	4.35	0	0	0.11	2013_오재필
78	백민기	롯데	0.111	30	18	18	7	2	0	0	0	2	0	0	0	2013	outfielder	0	0	0	8	0	0.111	0.111	0.222	0	0	0	0	3	5	0.6	0	0	3.44	0	-0.4	0.078	2013_백민기
78	최훈락	KIA	0.111	16	19	18	1	2	0	0	0	2	1	0	0	2013	outfielder	0	0	1	5	1	0.111	0.158	0.269	0	0	0.286	0	7	4	1.75	0	0	4.05	0	-0.3	0.099	2013_최훈락
78	정수성	넥센	0.111	37	20	18	8	2	1	0	0	3	0	1	0	2013	outfielder	1	0	0	7	0	0.167	0.158	0.325	0	0	0	1	6	3	2	0	0.14	4.1	0.056	0	0.113	2013_정수성
81	이천웅	LG	0.1	8	11	10	0	1	0	0	0	1	1	0	1	2013	outfielder	0	0	0	2	0	0.1	0.091	0.191	0	0	0.2	0	3	5	0.6	0	0	4.18	0	0	0.066	2013_이천웅
82	유재혁	KIA	0.091	22	15	11	3	1	0	0	0	1	1	0	1	2013	outfielder	3	0	0	5	0	0.091	0.267	0.358	0	0	0.5	0	4	2	2	0	0.6	4.4	0	1.1	0.143	2013_유재혁
83	박헌도	넥센	0.083	9	13	12	0	1	1	0	0	2	0	0	0	2013	outfielder	1	0	0	6	0	0.167	0.154	0.321	0	0	0.167	1	3	2	1.5	0	0.17	4.38	0.083	0	0.111	2013_박헌도
84	김헌곤	삼성	0	7	3	3	0	0	0	0	0	0	0	0	0	2013	outfielder	0	0	0	2	0	0	0	0	0	0	0	0	1	0	-	0	0	4	0	-0.3	0	2013_김헌곤
84	박찬도	삼성	0	3	2	1	1	0	0	0	0	0	1	0	0	2013	outfielder	0	0	1	0	0	0	0.5	0.5	0	0	0	0	1	0	-	0	-	2	0	0.3	0.225	2013_박찬도
84	박해민	삼성	-	1	0	0	0	0	0	0	0	0	0	0	0	2013	outfielder	0	0	0	0	0	-	-	-	0	0	0	0	0	0	-	0	-	-	-	0	0	2013_박해민
84	김경근	SK	0	5	4	4	0	0	0	0	0	0	0	0	0	2013	outfielder	0	0	0	2	0	0	0	0	0	0	0	0	1	1	1	0	0	3.5	0	-0.4	0	2013_김경근
84	김도현	SK	0	2	5	4	0	0	0	0	0	0	0	1	0	2013	outfielder	0	0	0	2	1	0	0	0	0	0	0	0	1	1	1	0	0	2.2	0	-0.7	0	2013_김도현
84	이인구	롯데	0	2	2	2	0	0	0	0	0	0	0	0	0	2013	outfielder	0	0	0	0	1	0	0	0	0	0	0	0	2	0	-	0	-	2.5	0	-0.6	0	2013_이인구
84	서용주	KIA	0	4	1	1	0	0	0	0	0	0	0	0	0	2013	outfielder	0	0	0	1	0	0	0	0	0	0	0	0	0	0	-	0	0	3	0	-0.1	0	2013_서용주
84	임도현	LG	0	1	2	2	0	0	0	0	0	0	0	0	0	2013	outfielder	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	4	0	-0.2	0	2013_임도현
84	양성우	한화	0	1	2	2	0	0	0	0	0	0	0	0	0	2013	outfielder	0	0	0	1	0	0	0	0	0	0	0	0	1	0	-	0	0	4	0	-0.2	0	2013_양성우
84	연경흠	한화	0	4	6	6	1	0	0	0	0	0	0	0	0	2013	outfielder	0	0	0	3	0	0	0	0	0	0	0	0	2	1	2	0	0	5.67	0	-0.6	0	2013_연경흠
84	강구성	NC	0	2	2	2	0	0	0	0	0	0	0	0	0	2013	outfielder	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	-	4	0	-0.2	0	2013_강구성
84	김준완	NC	0	3	5	5	0	0	0	0	0	0	0	0	0	2013	outfielder	0	0	0	3	0	0	0	0	0	0	0	0	2	0	-	0	0	3.4	0	-0.5	0	2013_김준완
84	박헌욱	NC	-	2	0	0	0	0	0	0	0	0	0	0	0	2013	outfielder	0	0	0	0	0	-	-	-	0	0	0	0	0	0	-	0	-	-	-	0	0	2013_박헌욱
1	현재윤	LG	0.533	14	16	15	3	8	2	0	0	10	2	0	0	2014	catcher	1	0	0	3	0	0.667	0.563	1.23	1	0.333	0.333	2	2	2	1	0	0.33	4.94	0.133	4.1	0.42	2014_현재윤
2	진갑용	삼성	0.412	11	17	17	2	7	0	0	0	7	4	0	0	2014	catcher	0	0	0	1	0	0.412	0.412	0.824	1	0.667	0.333	0	6	3	2	0	0	3.24	0	2.6	0.288	2014_진갑용
3	이재원	SK	0.337	120	484	412	48	139	30	2	12	209	83	0	11	2014	catcher	49	7	12	66	14	0.507	0.413	0.92	39	0.336	0.444	44	88	130	0.68	2	0.74	3.87	0.17	82.9	0.313	2014_이재원
4	김사훈	롯데	0.333	4	3	3	0	1	0	0	0	1	1	0	0	2014	catcher	0	0	0	1	0	0.333	0.333	0.666	0	1	0	0	0	1	0	0	0	4.67	0	0.3	0.233	2014_김사훈
4	허웅	SK	0.333	5	7	6	1	2	0	0	0	2	1	0	1	2014	catcher	0	0	0	3	0	0.333	0.286	0.619	0	0	0	0	0	2	0	0	0	3.57	0	1	0.212	2014_허웅
6	김재환	두산	0.306	52	96	85	12	26	6	0	3	41	13	0	0	2014	catcher	11	1	0	12	3	0.482	0.385	0.867	6	0.261	0.3	9	28	19	1.47	0	0.92	3.79	0.176	14.5	0.294	2014_김재환
7	용덕한	롯데	0.305	59	92	82	13	25	5	0	1	33	11	3	3	2014	catcher	3	0	1	22	4	0.402	0.326	0.728	5	0.2	0.5	6	23	15	1.53	4	0.14	3.28	0.098	10	0.247	2014_용덕한
8	양의지	두산	0.294	97	338	296	40	87	23	1	10	142	46	5	4	2014	catcher	24	1	9	34	8	0.48	0.36	0.84	19	0.322	0.125	34	69	110	0.63	4	0.71	3.66	0.186	49	0.282	2014_양의지
9	이지영	삼성	0.278	99	299	266	37	74	10	3	3	99	32	13	4	2014	catcher	14	0	2	33	5	0.372	0.315	0.687	18	0.275	0	16	92	71	1.3	2	0.42	3.45	0.094	31.3	0.235	2014_이지영
10	장성우	롯데	0.274	43	99	84	10	23	4	0	1	30	9	0	2	2014	catcher	12	0	1	19	1	0.357	0.364	0.721	5	0.12	0	5	18	26	0.69	0	0.63	4.42	0.083	12.5	0.253	2014_장성우
11	김태군	NC	0.262	109	322	294	28	77	13	0	0	90	23	9	3	2014	catcher	12	0	4	47	9	0.306	0.297	0.603	17	0.207	0	13	103	70	1.47	4	0.26	3.4	0.044	24.7	0.21	2014_김태군
12	박동원	넥센	0.253	76	198	174	32	44	7	2	6	73	26	5	1	2014	catcher	13	0	5	41	7	0.42	0.321	0.741	10	0.238	0	15	49	41	1.2	2	0.32	3.71	0.167	22.3	0.249	2014_박동원
13	정범모	한화	0.253	85	212	186	18	47	10	0	6	75	23	5	3	2014	catcher	17	0	1	39	8	0.403	0.314	0.717	9	0.224	1	16	51	52	0.98	3	0.44	3.59	0.151	23.2	0.242	2014_정범모
14	최재훈	두산	0.241	48	125	112	9	27	3	1	1	35	10	3	2	2014	catcher	5	0	3	22	3	0.313	0.287	0.6	5	0.176	1	5	36	29	1.24	2	0.23	3.73	0.071	9.6	0.207	2014_최재훈
15	정상호	SK	0.238	100	269	235	36	56	13	1	9	98	39	10	1	2014	catcher	18	0	5	67	3	0.417	0.305	0.722	11	0.317	0.2	23	55	58	0.95	4	0.27	3.89	0.179	30.4	0.242	2014_정상호
16	이성우	KIA	0.234	63	134	124	11	29	3	0	1	35	9	6	0	2014	catcher	3	0	1	18	9	0.282	0.258	0.54	5	0.122	1	4	50	27	1.85	1	0.17	3.42	0.048	5.9	0.187	2014_이성우
17	이희근	한화	0.231	6	14	13	2	3	0	1	0	5	2	0	0	2014	catcher	0	0	1	6	0	0.385	0.286	0.671	1	0.25	0	1	4	0	-	0	0	4	0.154	1.4	0.225	2014_이희근
18	강민호	롯데	0.229	98	360	310	37	71	14	2	16	137	40	0	4	2014	catcher	33	3	13	92	6	0.442	0.325	0.767	19	0.169	0.2	32	51	100	0.51	1	0.36	3.91	0.213	46.6	0.257	2014_강민호
19	이흥련	삼성	0.227	88	155	132	21	30	4	1	1	39	17	4	0	2014	catcher	14	0	5	24	0	0.295	0.325	0.62	6	0.293	0	6	40	38	1.05	1	0.58	3.63	0.068	14.8	0.22	2014_이흥련
20	조인성	한화	0.226	75	185	164	16	37	7	0	7	65	34	2	3	2014	catcher	14	0	2	40	5	0.396	0.29	0.686	9	0.263	0.2	14	41	49	0.84	5	0.35	3.58	0.171	19.7	0.23	2014_조인성
21	윤요섭	LG	0.221	27	74	68	4	15	4	0	0	19	2	2	1	2014	catcher	2	0	1	15	1	0.279	0.25	0.529	4	0.053	0	4	14	25	0.56	0	0.13	3.49	0.059	4.6	0.182	2014_윤요섭
22	허도환	넥센	0.22	93	220	182	18	40	8	0	2	54	12	9	1	2014	catcher	20	0	8	52	6	0.297	0.322	0.619	9	0.119	0	10	48	43	1.12	1	0.38	3.91	0.077	18.5	0.219	2014_허도환
23	최경철	LG	0.214	117	334	290	36	62	11	0	4	85	39	16	1	2014	catcher	22	0	5	67	7	0.293	0.28	0.573	11	0.259	0	15	82	80	1.03	5	0.33	3.62	0.079	23.8	0.199	2014_최경철
24	김응민	두산	0.2	11	12	10	0	2	0	0	0	2	3	0	0	2014	catcher	0	0	2	1	0	0.2	0.333	0.533	0	0.5	0	0	3	4	0.75	0	0	4.42	0	1	0.2	2014_김응민
